0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.43994534,-0.8987458,1.5890477,-1.3618462,-0.5185988,0.4246434,-0.33325422,0.69795185,-1.1813173,0.6701053,0.84010565,-0.19094428,-1.2479765,1.1205357,-0.21908201,-0.7191738,0.24993278,-1.1424509,-0.08368332,-1.2836658,0.46225291,0.5165661,-0.13365278,-0.7491774,-0.1665113,0.71930695,-0.4947877,0.44200295,1.41199,-0.67320496,0.6606324
0.37579587,-0.84418744,1.7733173,-1.4139446,-0.534176,0.4286696,-0.35726777,0.7331139,-1.3284547,0.5791163,0.7547429,-0.086619,-1.3250571,1.0619856,-0.18502194,-0.99524236,0.2802254,-0.961034,-0.031184938,-1.2574347,0.55838287,0.4225533,-0.09206425,-0.6765554,-0.20966452,0.6848467,-0.4822728,0.22602643,1.4193007,-0.5862588,0.63185775
0.31496957,-1.025521,1.8201813,-1.2188212,-0.3081923,0.71778023,-0.21900192,0.16592292,-1.5211011,0.79977626,0.8565803,-0.117307745,-1.2923605,1.1802988,-0.175526,-0.9341142,0.26462075,-0.92885756,-0.044114914,-1.3917141,0.25081974,0.3721214,0.23747064,-0.32861775,-0.67323613,0.67921597,-0.12791981,0.08068502,1.1554154,-0.4528526,0.44471198
0.30697438,-0.77801776,1.8037149,-1.250291,-0.5387235,0.62293124,-0.26978576,0.668672,-1.2419789,0.67006785,0.8495688,-0.14772543,-1.3823658,1.2640553,-0.28510308,-0.9250227,0.22358218,-1.0496107,-0.058459103,-1.267047,0.413261,0.3290995,-0.09613376,-0.8386813,-0.40278468,0.74401253,-0.39670035,0.46929187,1.3495727,-0.59547234,0.48680502
0.3990088,-0.9909522,1.6626385,-1.3456184,-0.3868171,0.73299223,-0.161864,0.5855661,-1.266239,0.6262312,0.90725553,-0.31095266,-1.2947068,1.0422757,-0.41221645,-0.720491,0.45376733,-0.96954215,0.06728535,-1.1222405,0.15278459,0.42344126,0.0048768977,-0.8116254,-0.46187788,0.64997786,-0.46723843,0.6708924,1.0341581,-0.6812964,0.47282335
0.31467396,-0.95025,1.7805955,-1.3873768,-0.24771923,0.5872131,-0.388926,0.50569934,-1.3844148,0.5986226,0.74118984,-0.2040794,-1.1674275,1.0716422,-0.077933274,-1.064855,0.14903496,-1.1162581,-0.09487389,-1.2007027,0.4048669,0.50741935,0.101410285,-0.61709696,-0.2305049,0.86057544,-0.33807933,-0.15377437,1.3317534,-0.56807536,0.5567957
0.22678421,-1.007964,1.5225463,-1.3972505,-0.38380414,0.4210429,-0.21500203,0.6065003,-1.3731186,0.8959854,0.9453329,-0.27543476,-1.0606782,1.115324,-0.32460845,-0.72104657,0.23706332,-1.2693899,-0.113486886,-1.3415495,0.4412112,0.5032666,-0.050510973,-0.6728553,-0.028135477,0.8020803,-0.32607272,0.2707779,1.4854264,-0.57610255,0.4583859
0.48680747,-0.92574435,1.6630487,-1.3727006,-0.49265787,0.639272,-0.04690291,0.46670225,-1.1737462,0.85166276,0.8864313,-0.31477356,-1.395558,1.2570049,-0.36949888,-0.6618574,0.28622326,-0.918124,-0.19668086,-1.3445805,0.5443471,0.33549038,-0.07639309,-0.6801303,-0.35499555,0.65489835,-0.41561565,0.27328092,1.3307211,-0.659893,0.52955806
0.42853737,-0.8599557,1.6657479,-1.3262041,-0.4620959,0.54792184,-0.2683009,0.65124184,-1.3095895,0.68580455,0.8023009,-0.15148957,-1.3551561,1.207103,-0.19487403,-0.77254647,0.23474492,-1.0696878,-0.11933541,-1.2134814,0.55489105,0.34716818,-0.13562123,-0.69480836,-0.32627046,0.72933483,-0.4727422,0.326144,1.3104415,-0.65822095,0.5955454
0.27842546,-0.85073423,1.5707986,-1.2757372,-0.38150448,0.59285986,-0.19485958,0.41012242,-1.1885277,0.8682806,1.0687641,-0.35135984,-1.2702737,1.181105,-0.35563657,-0.5958646,0.29581875,-1.1194216,-0.07035973,-1.4132972,0.24877758,0.4518209,-0.047118545,-0.79479575,-0.24909736,0.7741128,-0.4580056,0.33961424,1.32753,-0.7698179,0.44465494
0.25826705,-0.69873655,1.6134297,-1.2706459,-0.41205275,0.73524606,-0.20850681,0.5114257,-1.1786295,0.7321008,0.9314243,-0.33483756,-1.3934462,1.2773042,-0.29282576,-0.7273132,0.15665552,-1.0601312,-0.09158568,-1.2628908,0.38771805,0.23765454,-0.023284348,-0.80933034,-0.33837256,0.92630047,-0.5127233,0.33281848,1.2663481,-0.73209,0.5268162
0.2872932,-1.0059569,1.8098285,-1.2264707,-0.49141684,0.60664165,-0.30640393,0.5549562,-1.4407818,0.54199356,0.57321227,-0.17055231,-1.2729896,1.205888,-0.03945462,-1.1743505,0.35698083,-0.9073744,0.09874182,-1.4695921,0.16818675,0.4422994,0.19725062,-0.3839491,-0.5162587,0.6224227,-0.32129687,-0.1444766,1.1816756,-0.582836,0.4778258
0.27790973,-0.70377415,1.9106777,-1.4235249,-0.19343613,0.5249206,-0.40540412,0.9790402,-1.240685,0.4226705,0.54167867,-0.15504912,-1.419419,0.9485418,-0.35332748,-1.237543,0.16033217,-1.211629,0.077609785,-1.130323,0.39965782,0.30986315,-0.28591472,-0.52749026,-0.3505958,0.8805283,-0.20014012,0.22084102,1.1846244,-0.43146223,0.4039299
0.538262,-0.92017335,1.7446138,-1.3535686,-0.3909955,0.39116767,-0.41394195,0.4197959,-1.4001291,0.69929636,0.9880866,-0.19665931,-1.3196266,0.99093044,-0.43469185,-0.78755605,0.32618016,-0.93828297,-0.074206814,-1.2094407,0.6736123,0.4068185,-0.07873745,-0.8031078,-0.20541175,0.5259824,-0.39491138,0.32967564,1.425213,-0.66287595,0.4728668
